Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
402;Aleksej Pokusevski;PF;22;TOT;28;0;14.5;1.8;4.3;0.405;0.6;2;0.327;1.1;2.4;0.47;0.479;1.1;1.5;0.732;0.6;2.6;3.2;1.3;0.5;0.5;0.7;0.8;5.2
402;Aleksej Pokusevski;PF;22;OKC;10;0;6;0.4;1.6;0.25;0.2;1.1;0.182;0.2;0.5;0.4;0.313;0.2;0.4;0.5;0.2;0.8;1;0.5;0.1;0.1;0.3;0.5;1.2
402;Aleksej Pokusevski;PF;22;CHO;18;0;19.2;2.5;5.8;0.429;0.9;2.4;0.364;1.6;3.4;0.475;0.505;1.6;2.1;0.757;0.8;3.6;4.4;1.7;0.8;0.7;0.9;0.9;7.4
403;Jordan Poole;SG;24;WAS;78;66;30.1;6.3;15.2;0.413;2.4;7.2;0.326;3.9;8;0.492;0.491;2.5;2.8;0.877;0.4;2.3;2.7;4.4;1.1;0.3;2.4;3.1;17.4
404;Craig Porter Jr.;PG;23;CLE;51;6;12.7;2.3;4.5;0.509;0.2;0.7;0.353;2;3.8;0.536;0.535;0.8;1.1;0.732;0.4;1.7;2.1;2.3;0.4;0.3;0.9;0.8;5.6
405;Jontay Porter;PF;24;TOR;26;5;13.8;1.5;4;0.385;0.8;2.3;0.333;0.8;1.7;0.455;0.481;0.6;0.7;0.833;1;2.2;3.2;2.3;0.8;0.8;0.8;1.3;4.4
406;Michael Porter Jr.;SF;25;DEN;81;81;31.7;6.4;13.3;0.484;2.7;6.8;0.397;3.7;6.5;0.575;0.586;1.1;1.4;0.836;1.3;5.7;7;1.5;0.5;0.7;1.1;1.8;16.7
407;Otto Porter Jr.;SF;30;TOR;15;1;11.6;0.9;2.2;0.424;0.5;1.5;0.348;0.4;0.7;0.6;0.545;0.2;0.2;1;0.4;1.5;1.9;0.5;0.3;0.3;0.1;1.3;2.6
408;Bobby Portis;PF;28;MIL;82;4;24.5;5.7;11.2;0.508;1.2;3;0.407;4.5;8.2;0.545;0.562;1.2;1.5;0.79;1.7;5.7;7.4;1.3;0.8;0.4;1.1;2.3;13.8
409;Kristaps Porzi??is;C;28;BOS;57;57;29.6;6.8;13.2;0.516;1.9;5.1;0.375;4.9;8.1;0.606;0.589;4.5;5.3;0.858;1.7;5.5;7.2;2;0.7;1.9;1.6;2.7;20.1
410;Micah Potter;PF;25;UTA;16;0;11.6;1.2;2.5;0.475;0.6;1.3;0.429;0.6;1.2;0.526;0.588;0.4;0.5;0.75;0.6;2.1;2.7;0.4;0.3;0.4;0.3;0.9;3.3
411;Dwight Powell;C;32;DAL;63;9;13.3;1.1;1.7;0.679;0;0;0.333;1.1;1.6;0.689;0.684;1;1.4;0.708;1.5;1.9;3.4;1.3;0.4;0.3;0.5;1.8;3.3
412;Norman Powell;SG;30;LAC;76;3;26.2;4.9;10.1;0.486;2.2;5.1;0.435;2.7;5.1;0.536;0.594;1.9;2.3;0.831;0.2;2.4;2.6;1.1;0.6;0.3;0.9;1.8;13.9
413;Jason Preston;PG;24;UTA;7;0;10.1;0.9;2.7;0.316;0;0.4;0;0.9;2.3;0.375;0.316;0;0;0;0.9;1.6;2.4;2.3;0.3;0.1;0.3;0.4;1.7
414;Joshua Primo;SG;21;LAC;2;0;5;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;0;0;0;0.5;0;0.5;0;0;0.5;2;0;1
415;Taurean Prince;PF;29;LAL;78;49;27;3.2;7.3;0.442;1.8;4.6;0.396;1.4;2.8;0.519;0.566;0.6;0.9;0.735;0.3;2.7;2.9;1.5;0.7;0.4;0.9;1.9;8.9
416;Payton Pritchard;PG;26;BOS;82;5;22.3;3.6;7.7;0.468;1.8;4.7;0.385;1.8;3.1;0.593;0.583;0.6;0.7;0.821;0.9;2.4;3.2;3.4;0.5;0.1;0.7;1.3;9.6
417;Olivier-Maxence Prosper;PF;21;DAL;40;1;8.4;1;2.6;0.385;0.3;1.1;0.289;0.7;1.5;0.458;0.447;0.7;1;0.683;0.6;1.4;2;0.6;0.2;0.1;0.2;0.5;3
418;Trevelin Queen;SG;26;ORL;14;0;11.8;1;2.7;0.368;0.2;1.2;0.176;0.8;1.5;0.524;0.408;0.6;0.9;0.75;0.2;1.2;1.4;1.3;0.5;0.4;0.5;1.1;2.9
419;Neemias Queta;C;24;BOS;28;0;11.9;2.4;3.7;0.644;0;0;0;2.4;3.7;0.644;0.644;0.7;1;0.714;1.9;2.5;4.4;0.7;0.5;0.8;0.5;1.8;5.5
420;Immanuel Quickley;PG-SG;24;TOT;68;38;29.2;5.7;13.1;0.434;2.5;6.4;0.395;3.2;6.8;0.471;0.53;3.1;3.6;0.853;0.3;3.6;3.8;4.9;0.7;0.1;1.5;1.8;17
420;Immanuel Quickley;SG;24;NYK;30;0;24;5.1;11.2;0.454;2.1;5.4;0.395;2.9;5.8;0.509;0.549;2.7;3.1;0.872;0.2;2.4;2.6;2.5;0.5;0.1;1;1.5;15
420;Immanuel Quickley;PG;24;TOR;38;38;33.3;6.2;14.7;0.422;2.8;7.1;0.395;3.4;7.6;0.448;0.518;3.3;4;0.841;0.3;4.5;4.8;6.8;0.9;0.2;1.8;2;18.6
421;Lester Quinones;SG;23;GSW;37;0;10.6;1.5;3.8;0.397;0.9;2.4;0.364;0.6;1.4;0.453;0.511;0.5;0.8;0.69;0.6;1.4;1.9;1;0.2;0.1;0.5;1.2;4.4
422;Jahmi'us Ramsey;SG;22;TOR;7;1;17.3;2.6;5.9;0.439;0.9;3.1;0.273;1.7;2.7;0.632;0.512;0.7;0.9;0.833;0.6;2.6;3.1;1.1;1;0;1;1.4;6.7
423;Julius Randle;PF;29;NYK;46;46;35.4;8.6;18.2;0.472;1.7;5.3;0.311;6.9;12.9;0.539;0.518;5.1;6.6;0.781;2.2;7;9.2;5;0.5;0.3;3.5;2.7;24
424;Duop Reath;C;27;POR;68;20;17.9;3.4;7.3;0.461;1.3;3.6;0.359;2.1;3.7;0.559;0.549;1;1.4;0.742;1.4;2.3;3.7;1;0.5;0.6;0.8;2.4;9.1
425;Austin Reaves;SG;25;LAL;82;57;32.1;5.6;11.5;0.486;1.9;5.1;0.367;3.7;6.3;0.583;0.568;2.8;3.3;0.853;0.7;3.6;4.3;5.5;0.8;0.3;2.1;1.9;15.9
426;Cam Reddish;SF;24;LAL;48;26;20.5;1.9;4.9;0.389;0.8;2.3;0.336;1.1;2.6;0.435;0.468;0.9;1.1;0.759;0.6;1.5;2.1;1;1;0.3;0.6;1.3;5.4
427;Paul Reed;C;24;PHI;82;24;19.4;3.2;5.9;0.54;0.3;0.7;0.368;2.9;5.2;0.563;0.561;0.7;1;0.718;2.4;3.6;6;1.3;0.8;1;0.8;2.4;7.3
428;Naz Reid;C;24;MIN;81;14;24.2;5;10.5;0.477;2.1;5;0.414;2.9;5.5;0.535;0.576;1.3;1.8;0.736;0.9;4.3;5.2;1.3;0.8;0.9;1.4;2.1;13.5
429;Jared Rhoden;SG;24;DET;17;0;14.4;1.9;3.9;0.5;0.7;1.8;0.387;1.2;2.1;0.6;0.591;0.3;0.5;0.625;0.2;1.8;1.9;0.8;0.2;0.8;0.4;1.6;4.9
430;Nick Richards;C;26;CHO;67;51;26.3;3.9;5.6;0.691;0;0;0;3.9;5.6;0.693;0.691;2;2.7;0.737;2.6;5.5;8;0.8;0.4;1.1;1.1;2.6;9.7
431;Josh Richardson;SG;30;MIA;43;6;25.7;3.6;8.1;0.444;1.5;4.4;0.347;2;3.7;0.561;0.539;1.2;1.3;0.944;0.4;2.4;2.8;2.4;0.6;0.3;0.8;1.8;9.9
432;Duncan Robinson;SF;29;MIA;68;36;28;4.5;9.9;0.45;2.8;7;0.395;1.7;3;0.579;0.589;1.2;1.3;0.889;0.2;2.3;2.5;2.8;0.7;0.2;1.4;2.4;12.9
433;Jerome Robinson;SG;26;GSW;22;0;3.7;0.5;1.5;0.333;0.1;0.8;0.118;0.4;0.7;0.563;0.364;0.3;0.5;0.636;0;0.2;0.3;0.2;0;0.1;0.1;0.2;1.4
434;Mitchell Robinson;C;25;NYK;31;21;24.8;2.4;4.1;0.575;0;0;0;2.4;4.1;0.575;0.575;0.9;2.1;0.409;4.6;3.9;8.5;0.6;1.2;1.1;0.8;1.8;5.6
435;Orlando Robinson;C;23;MIA;36;7;8.4;1;2;0.5;0.2;0.4;0.533;0.8;1.6;0.491;0.556;0.5;0.7;0.76;0.8;1.6;2.3;0.9;0.2;0.2;0.5;1;2.8
436;Jeremiah Robinson-Earl;PF;23;NOP;39;1;8.6;1.2;2.4;0.474;0.3;1;0.333;0.8;1.4;0.571;0.542;0.3;0.4;0.75;0.6;1.4;1.9;0.5;0.3;0.1;0.4;0.6;2.9
437;David Roddy;PF;22;TOT;65;13;18.1;2.5;6.3;0.403;0.7;2.5;0.293;1.8;3.8;0.478;0.462;0.7;1;0.691;0.8;2.4;3.2;1.2;0.4;0.2;0.9;1.1;6.5
437;David Roddy;PF;22;MEM;48;13;23.2;3.2;8;0.402;1;3.3;0.301;2.3;4.8;0.47;0.462;1;1.4;0.687;1.1;3.1;4.2;1.6;0.5;0.2;1.1;1.4;8.4
437;David Roddy;PF;22;PHO;17;0;3.7;0.6;1.4;0.435;0.1;0.5;0.125;0.5;0.9;0.6;0.457;0.1;0.1;1;0.1;0.5;0.6;0.2;0.1;0;0.2;0.2;1.3
438;Ryan Rollins;PG;21;TOT;13;0;6;1.1;2.1;0.519;0.2;0.3;0.75;0.8;1.8;0.478;0.574;1;1.3;0.765;0.2;0.8;1;1.1;0.8;0.2;0.6;0.6;3.4
438;Ryan Rollins;PG;21;WAS;10;0;6.6;1.3;2.5;0.52;0.2;0.3;0.667;1.1;2.2;0.5;0.56;1.3;1.7;0.765;0.2;0.9;1.1;1.1;0.8;0.3;0.7;0.7;4.1
438;Ryan Rollins;PG;21;MIL;3;0;4;0.3;0.7;0.5;0.3;0.3;1;0;0.3;0;0.75;0;0;0;0;0.7;0.7;1;0.7;0;0.3;0.3;1
439;Derrick Rose;PG;35;MEM;24;7;16.6;3.2;6.9;0.461;0.6;1.7;0.366;2.5;5.2;0.492;0.506;1;1.1;0.889;0.3;1.6;1.9;3.3;0.3;0.1;1.3;0.9;8
440;Terry Rozier;PG-SG;29;TOT;61;60;33.4;7.2;16.4;0.443;2.4;6.7;0.363;4.8;9.6;0.498;0.518;2.8;3.2;0.869;0.6;3.5;4;5.6;1;0.3;1.7;1.7;19.8
440;Terry Rozier;SG;29;CHO;30;30;35.5;8.4;18.3;0.459;2.8;7.7;0.358;5.6;10.6;0.533;0.535;3.6;4.3;0.845;0.6;3.3;3.9;6.6;1.1;0.4;2.2;1.7;23.2
440;Terry Rozier;PG;29;MIA;31;30;31.5;6.1;14.5;0.423;2.1;5.7;0.371;4;8.7;0.458;0.497;2;2.2;0.913;0.6;3.6;4.2;4.6;1;0.3;1.3;1.6;16.4
441;Rayan Rupert;SG;19;POR;39;12;16.2;1.4;4.1;0.335;0.7;2;0.359;0.7;2.1;0.313;0.422;0.5;0.6;0.76;0.6;1.7;2.4;1.6;0.3;0.1;0.8;1.4;4
442;D'Angelo Russell;PG;27;LAL;76;69;32.7;6.5;14.2;0.456;3;7.2;0.415;3.5;7;0.497;0.56;2.1;2.5;0.828;0.4;2.7;3.1;6.3;0.9;0.5;2.1;2.1;18
443;Matt Ryan;SF;26;NOP;28;1;13.9;1.8;4;0.434;1.5;3.3;0.451;0.3;0.8;0.364;0.615;0.5;0.5;0.929;0.2;1.2;1.4;0.6;0.2;0;0.7;1.1;5.4
444;Domantas Sabonis;C;27;SAC;82;82;35.7;7.7;13;0.594;0.4;1.1;0.379;7.3;12;0.613;0.609;3.6;5.1;0.704;3.6;10.1;13.7;8.2;0.9;0.6;3.3;3;19.4
445;Luka amani?;PF;24;UTA;43;7;9.4;1.4;3.7;0.38;0.3;1.5;0.203;1.1;2.2;0.5;0.421;1;1.3;0.786;0.5;1.9;2.4;0.4;0.1;0.2;0.7;0.7;4.1
446;Jermaine Samuels;SF;25;HOU;14;0;4.3;0.6;1;0.643;0;0.1;0;0.6;0.9;0.75;0.643;0.1;0.1;1;0.2;0.7;0.9;0.2;0.1;0.1;0;0.4;1.4
447;Adama Sanogo;PF;21;CHI;9;0;7.3;1.6;3;0.519;0;0;0;1.6;3;0.519;0.519;0.9;1.3;0.667;2.1;1.9;4;0;0.1;0;0.6;0.6;4
448;Gui Santos;PF;21;GSW;23;0;8.3;1.2;2.4;0.509;0.4;1.2;0.37;0.8;1.2;0.643;0.6;0.7;0.7;0.941;0.7;1.4;2.1;0.6;0.2;0.1;0.3;1;3.6
449;Dario ari?;C;29;GSW;64;9;17.2;2.8;6.1;0.466;1.2;3.1;0.376;1.7;3;0.56;0.562;1.2;1.5;0.849;1.1;3.3;4.4;2.3;0.5;0.2;1.2;1.8;8
450;Olivier Sarr;C;24;OKC;15;0;6.5;0.7;1.3;0.579;0.1;0.4;0.333;0.6;0.9;0.692;0.632;0.7;1;0.667;0.7;1.7;2.4;0.1;0;0.5;0.2;1.2;2.3
451;Marcus Sasser;PG;23;DET;71;11;19;3.1;7.2;0.428;1.3;3.4;0.375;1.8;3.8;0.474;0.516;0.8;0.9;0.879;0.2;1.6;1.8;3.3;0.6;0.2;1.3;1.5;8.3
452;Admiral Schofield;PF;26;ORL;23;0;3.7;0.4;1.1;0.385;0.3;0.7;0.375;0.2;0.4;0.4;0.5;0;0.1;0;0.1;0.6;0.7;0.3;0;0;0.2;0.4;1.1
453;Dennis Schröder;PG;30;TOT;80;58;31.1;5;11.6;0.435;1.7;4.6;0.375;3.3;7;0.474;0.509;2.2;2.7;0.836;0.5;2.5;3;6.1;0.8;0.2;1.9;2.1;14
453;Dennis Schröder;PG;30;TOR;51;33;30.6;4.8;11;0.442;1.5;4.3;0.35;3.3;6.6;0.501;0.511;2.5;2.9;0.852;0.4;2.3;2.7;6.1;0.9;0.2;1.6;2.1;13.7
453;Dennis Schröder;PG;30;BRK;29;25;32;5.4;12.7;0.424;2.1;5.1;0.412;3.3;7.6;0.432;0.507;1.8;2.2;0.797;0.6;2.9;3.5;6;0.6;0.3;2.4;2;14.6
454;Dereon Seabron;SG;23;NOP;6;0;9.2;0.7;2.2;0.308;0.2;0.3;0.5;0.5;1.8;0.273;0.346;0.8;1;0.833;0.2;1;1.2;0.8;0.3;0.2;0;0.7;2.3
455;Alperen Sengun;C;21;HOU;63;63;32.5;8.4;15.6;0.537;0.5;1.8;0.297;7.8;13.8;0.567;0.553;3.9;5.6;0.693;2.9;6.4;9.3;5;1.2;0.7;2.6;3.3;21.1
456;Brice Sensabaugh;SF;20;UTA;32;11;18.3;2.7;6.8;0.39;1.1;3.6;0.296;1.6;3.2;0.495;0.468;1.2;1.3;0.902;0.5;2.7;3.2;1.7;0.4;0.2;1.5;1.3;7.5
457;Collin Sexton;SG;25;UTA;78;51;26.6;6.5;13.3;0.487;1.6;4.2;0.394;4.8;9.1;0.53;0.549;4.1;4.7;0.859;0.9;1.7;2.6;4.9;0.8;0.2;2.1;2;18.7
458;Landry Shamet;SG;26;WAS;46;5;15.8;2.6;6;0.431;1.2;3.4;0.338;1.4;2.5;0.556;0.527;0.8;1;0.826;0.3;1;1.3;1.2;0.5;0.2;0.7;1.7;7.1
459;Day'Ron Sharpe;C;22;BRK;61;1;15.1;2.8;4.8;0.571;0.1;0.2;0.267;2.7;4.6;0.588;0.578;1.2;2;0.61;2.6;3.7;6.4;1.4;0.4;0.7;1.1;2.1;6.8
460;Shaedon Sharpe;SG;20;POR;32;25;33.1;5.5;13.6;0.406;1.9;5.6;0.333;3.6;7.9;0.457;0.475;3.1;3.7;0.824;1.3;3.7;5;2.9;0.9;0.4;2.3;2.8;15.9
461;Ben Sheppard;SG;22;IND;57;1;14.3;1.6;4;0.393;0.9;2.7;0.314;0.7;1.3;0.562;0.5;0.4;0.5;0.885;0.3;1.3;1.6;0.9;0.6;0;0.3;1.5;4.4
462;Pascal Siakam;PF;29;TOT;80;80;33.2;8.5;15.9;0.536;1.1;3.1;0.346;7.5;12.8;0.581;0.569;3.6;5;0.732;1.7;5.3;7.1;4.3;0.8;0.3;1.8;2.4;21.7
462;Pascal Siakam;PF;29;TOR;39;39;34.7;8.3;16;0.522;1.2;3.7;0.317;7.2;12.3;0.584;0.559;4.3;5.7;0.758;1.4;4.9;6.3;4.9;0.8;0.3;2.1;2.2;22.2
462;Pascal Siakam;PF;29;IND;41;41;31.8;8.7;15.8;0.549;1;2.5;0.386;7.7;13.3;0.58;0.579;3;4.2;0.699;2.1;5.7;7.8;3.7;0.8;0.4;1.4;2.6;21.3
463;Ben Simmons;PG;27;BRK;15;12;23.9;2.9;4.9;0.581;0;0;0;2.9;4.9;0.581;0.581;0.4;1;0.4;2.1;5.9;7.9;5.7;0.8;0.6;1.8;2.4;6.1
464;Kobi Simmons;PG;26;TOR;4;0;16.8;2.3;5.3;0.429;0.5;2;0.25;1.8;3.3;0.538;0.476;0;0;0;0.3;1.5;1.8;3;1.5;0.5;0.3;1.3;5
465;Anfernee Simons;SG;24;POR;46;46;34.4;7.8;18.2;0.43;3.4;8.8;0.385;4.4;9.4;0.472;0.523;3.5;3.9;0.916;0.5;3.2;3.6;5.5;0.5;0.1;2.7;2.1;22.6
466;Zavier Simpson;PG;26;MEM;7;0;23;2.4;7.7;0.315;0.7;2.4;0.294;1.7;5.3;0.324;0.361;0.4;0.6;0.75;0.6;2.3;2.9;3.6;1;0.4;1.4;1.6;6
467;Jericho Sims;C;25;NYK;45;11;13;0.8;1.2;0.691;0;0;0;0.8;1.2;0.691;0.691;0.4;0.5;0.667;1.2;2;3.3;0.6;0.2;0.4;0.4;1;2
468;Dmytro Skapintsev;C;25;NYK;2;0;1;0;0.5;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469;Jalen Slawson;SF;24;SAC;12;0;3.1;0.3;0.5;0.667;0;0.2;0;0.3;0.3;1;0.667;0;0;0;0.1;0.5;0.6;0.2;0.1;0.1;0.2;0.7;0.7
470;Javonte Smart;PG;24;PHI;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471;Marcus Smart;PG;29;MEM;20;20;30.3;5.1;11.9;0.43;2.1;6.7;0.313;3;5.2;0.583;0.519;2.2;2.8;0.768;0.3;2.4;2.7;4.3;2.1;0.3;3.1;2.7;14.5
472;Dennis Smith Jr.;PG;26;BRK;56;2;18.9;2.6;6;0.435;0.6;1.9;0.294;2.1;4.1;0.502;0.482;0.8;1;0.741;0.9;2;2.9;3.6;1.2;0.2;1.2;2.2;6.6
473;Dru Smith;SG;26;MIA;9;0;14.6;1.7;3.7;0.455;0.8;1.9;0.412;0.9;1.8;0.5;0.561;0.2;0.2;1;0.7;0.9;1.6;1.6;1;0.3;0.6;1.3;4.3
474;Ish Smith;PG;35;CHO;43;5;17.2;1.5;3.7;0.418;0.1;0.2;0.5;1.4;3.5;0.413;0.43;0.1;0.1;0.75;0.3;1.5;1.8;3.4;0.4;0.1;1.1;1.1;3.2
475;Jabari Smith Jr.;PF;20;HOU;76;76;31.9;5;11;0.454;1.8;5;0.363;3.2;6;0.53;0.537;2;2.4;0.811;1.8;6.3;8.1;1.6;0.7;0.8;1.2;2.6;13.7
476;Jalen Smith;C;23;IND;61;14;17.2;3.8;6.5;0.592;1;2.4;0.424;2.8;4.1;0.689;0.67;1.2;1.7;0.692;1.8;3.7;5.5;1;0.3;0.6;0.7;2;9.9
477;Nick Smith Jr.;SG;19;CHO;51;0;14.3;2.2;5.7;0.391;1.2;2.9;0.432;1;2.8;0.35;0.5;0.3;0.3;0.867;0.4;1.1;1.4;1.2;0.2;0.1;0.8;1.1;5.9
478;Terquavion Smith;PG;21;PHI;16;0;5.3;1.1;2.9;0.391;0.8;2.2;0.371;0.3;0.7;0.455;0.533;0.2;0.3;0.6;0;0.3;0.3;0.8;0.5;0;0.4;0.5;3.3
479;Jeremy Sochan;PF;20;SAS;74;73;29.6;4.6;10.5;0.438;0.9;3.1;0.308;3.6;7.4;0.492;0.483;1.5;1.9;0.771;1.9;4.6;6.4;3.4;0.8;0.5;1.9;2.3;11.6
480;Pat Spencer;PG;27;GSW;6;0;4.3;0.3;0.7;0.5;0;0.3;0;0.3;0.3;1;0.5;0;0;0;0.3;0.3;0.7;0.8;0;0;0.2;0.2;0.7
481;Jaden Springer;SG-PG;21;TOT;49;2;10.3;1.2;3;0.399;0.2;1;0.208;1;2;0.49;0.432;0.7;0.9;0.833;0.7;0.9;1.6;0.9;0.7;0.3;0.7;1.3;3.3
481;Jaden Springer;SG;21;PHI;32;1;11.8;1.4;3.7;0.39;0.3;1.2;0.216;1.2;2.5;0.469;0.424;0.9;1.1;0.824;0.8;1;1.8;1.1;0.8;0.3;0.8;1.5;4
481;Jaden Springer;PG;21;BOS;17;1;7.6;0.8;1.8;0.433;0.1;0.6;0.182;0.6;1.1;0.579;0.467;0.4;0.5;0.875;0.5;0.7;1.2;0.5;0.6;0.2;0.5;1;2.1
482;Lamar Stevens;PF;26;TOT;38;3;14.7;2.8;6.3;0.45;0.4;1.2;0.304;2.5;5.1;0.485;0.479;1.1;1.4;0.778;0.9;2.4;3.3;0.7;0.6;0.6;0.6;1.2;7.2
482;Lamar Stevens;PF;26;BOS;19;1;6.4;1.1;2.4;0.467;0.2;0.4;0.375;0.9;1.9;0.486;0.5;0.4;0.6;0.727;0.6;1;1.6;0.4;0.3;0.3;0.5;0.7;2.8
482;Lamar Stevens;PF;26;MEM;19;2;23;4.6;10.3;0.446;0.6;2;0.289;4;8.3;0.484;0.474;1.8;2.3;0.791;1.3;3.8;5.1;1.1;0.9;0.9;0.8;1.6;11.5
483;Isaiah Stewart;PF;22;DET;46;45;30.9;4;8.3;0.487;1.5;3.8;0.383;2.6;4.5;0.575;0.575;1.4;1.8;0.753;1.6;5;6.6;1.6;0.4;0.8;1.4;2.2;10.9
484;Julian Strawther;SF;21;DEN;50;0;10.9;1.6;4.4;0.369;0.8;2.8;0.297;0.8;1.7;0.488;0.462;0.4;0.6;0.71;0.1;1.1;1.2;0.9;0.3;0.1;0.5;1.1;4.5
485;Max Strus;SF;27;CLE;70;70;32;4.3;10.4;0.418;2.4;6.8;0.351;1.9;3.6;0.546;0.533;1.1;1.4;0.794;0.9;3.9;4.8;4;0.9;0.4;1.6;2.4;12.2
486;Jalen Suggs;SG;22;ORL;75;75;27;4.5;9.5;0.471;2;5.1;0.397;2.4;4.4;0.556;0.578;1.6;2.1;0.756;0.6;2.4;3.1;2.7;1.4;0.6;1.8;2.7;12.6
487;Cole Swider;SF;24;MIA;18;0;4.8;0.8;2.1;0.395;0.6;1.7;0.333;0.3;0.4;0.625;0.526;0.1;0.1;1;0.1;0.3;0.4;0.3;0.1;0.1;0.4;0.2;2.3
